"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","MONTH",
"04Q","Tradewind Aviation",10135,"ABE",10721,"BOS",12,
"04Q","Tradewind Aviation",10154,"ACK",12197,"HPN",12,
"04Q","Tradewind Aviation",10154,"ACK",12197,"HPN",12,
"04Q","Tradewind Aviation",10154,"ACK",15167,"TEB",12,
"04Q","Tradewind Aviation",10198,"AGC",12197,"HPN",12,
"04Q","Tradewind Aviation",10208,"AGS",12197,"HPN",12,
"04Q","Tradewind Aviation",10257,"ALB",15167,"TEB",12,
"04Q","Tradewind Aviation",10322,"AOO",15167,"TEB",12,
"04Q","Tradewind Aviation",10423,"AUS",11259,"DAL",12,
"04Q","Tradewind Aviation",10431,"AVL",12197,"HPN",12,
"04Q","Tradewind Aviation",10540,"BED",14539,"RKD",12,
"04Q","Tradewind Aviation",10540,"BED",15167,"TEB",12,
"04Q","Tradewind Aviation",10693,"BNA",11481,"ECP",12,
"04Q","Tradewind Aviation",10721,"BOS",10135,"ABE",12,
"04Q","Tradewind Aviation",10721,"BOS",12197,"HPN",12,
"04Q","Tradewind Aviation",10721,"BOS",13541,"MVY",12,
"04Q","Tradewind Aviation",10721,"BOS",15167,"TEB",12,
"04Q","Tradewind Aviation",10815,"BVY",11842,"GAI",12,
"04Q","Tradewind Aviation",11165,"CTH",16588,"VT1",12,
"04Q","Tradewind Aviation",11259,"DAL",10423,"AUS",12,
"04Q","Tradewind Aviation",11259,"DAL",11259,"DAL",12,
"04Q","Tradewind Aviation",11259,"DAL",11453,"DWH",12,
"04Q","Tradewind Aviation",11259,"DAL",12191,"HOU",12,
"04Q","Tradewind Aviation",11453,"DWH",11259,"DAL",12,
"04Q","Tradewind Aviation",11453,"DWH",12191,"HOU",12,
"04Q","Tradewind Aviation",11503,"EGE",11274,"DBQ",12,
"04Q","Tradewind Aviation",11615,"EWB",13398,"MMU",12,
"04Q","Tradewind Aviation",11764,"FRG",12916,"LCI",12,
"04Q","Tradewind Aviation",11764,"FRG",13898,"OPF",12,
"04Q","Tradewind Aviation",11842,"GAI",10815,"BVY",12,
"04Q","Tradewind Aviation",11842,"GAI",12197,"HPN",12,
"04Q","Tradewind Aviation",12191,"HOU",11259,"DAL",12,
"04Q","Tradewind Aviation",12191,"HOU",11453,"DWH",12,
"04Q","Tradewind Aviation",12197,"HPN",10154,"ACK",12,
"04Q","Tradewind Aviation",12197,"HPN",10154,"ACK",12,
"04Q","Tradewind Aviation",12197,"HPN",10198,"AGC",12,
"04Q","Tradewind Aviation",12197,"HPN",10431,"AVL",12,
"04Q","Tradewind Aviation",12197,"HPN",10540,"BED",12,
"04Q","Tradewind Aviation",12197,"HPN",10721,"BOS",12,
"04Q","Tradewind Aviation",12197,"HPN",10785,"BTV",12,
"04Q","Tradewind Aviation",12197,"HPN",11842,"GAI",12,
"04Q","Tradewind Aviation",12197,"HPN",12264,"IAD",12,
"04Q","Tradewind Aviation",12197,"HPN",13535,"MVL",12,
"04Q","Tradewind Aviation",12197,"HPN",13541,"MVY",12,
"04Q","Tradewind Aviation",12197,"HPN",13898,"OPF",12,
"04Q","Tradewind Aviation",12197,"HPN",16525,"PA5",12,
"04Q","Tradewind Aviation",12197,"HPN",14259,"PSM",12,
"04Q","Tradewind Aviation",12197,"HPN",14321,"PWM",12,
"04Q","Tradewind Aviation",12197,"HPN",14524,"RIC",12,
"04Q","Tradewind Aviation",12197,"HPN",14539,"RKD",12,
"04Q","Tradewind Aviation",12197,"HPN",15096,"SYR",12,
"04Q","Tradewind Aviation",12222,"HTO",12320,"ILG",12,
"04Q","Tradewind Aviation",12264,"IAD",12197,"HPN",12,
"04Q","Tradewind Aviation",12264,"IAD",13987,"OXC",12,
"04Q","Tradewind Aviation",12320,"ILG",11728,"FOK",12,
"04Q","Tradewind Aviation",13296,"MHT",12197,"HPN",12,
"04Q","Tradewind Aviation",13398,"MMU",11615,"EWB",12,
"04Q","Tradewind Aviation",13535,"MVL",10154,"ACK",12,
"04Q","Tradewind Aviation",13535,"MVL",12197,"HPN",12,
"04Q","Tradewind Aviation",13535,"MVL",12197,"HPN",12,
"04Q","Tradewind Aviation",13541,"MVY",10721,"BOS",12,
"04Q","Tradewind Aviation",13541,"MVY",12197,"HPN",12,
"04Q","Tradewind Aviation",13731,"NPT",15167,"TEB",12,
"04Q","Tradewind Aviation",13898,"OPF",12197,"HPN",12,
"04Q","Tradewind Aviation",13898,"OPF",15167,"TEB",12,
"04Q","Tradewind Aviation",13987,"OXC",12264,"IAD",12,
"04Q","Tradewind Aviation",13987,"OXC",16525,"PA5",12,
"04Q","Tradewind Aviation",16525,"PA5",12197,"HPN",12,
"04Q","Tradewind Aviation",14027,"PBI",15167,"TEB",12,
"04Q","Tradewind Aviation",14050,"PDK",12197,"HPN",12,
"04Q","Tradewind Aviation",14307,"PVD",14711,"SCE",12,
"04Q","Tradewind Aviation",14321,"PWM",12197,"HPN",12,
"04Q","Tradewind Aviation",14524,"RIC",12197,"HPN",12,
"04Q","Tradewind Aviation",14539,"RKD",10540,"BED",12,
"04Q","Tradewind Aviation",14539,"RKD",12197,"HPN",12,
"04Q","Tradewind Aviation",14553,"RME",12197,"HPN",12,
"04Q","Tradewind Aviation",14683,"SAT",14831,"SJC",12,
"04Q","Tradewind Aviation",14771,"SFO",14262,"PSP",12,
"04Q","Tradewind Aviation",15096,"SYR",12197,"HPN",12,
"04Q","Tradewind Aviation",15153,"TCL",11582,"ERV",12,
"04Q","Tradewind Aviation",15167,"TEB",10154,"ACK",12,
"04Q","Tradewind Aviation",15167,"TEB",10257,"ALB",12,
"04Q","Tradewind Aviation",15167,"TEB",10322,"AOO",12,
"04Q","Tradewind Aviation",15167,"TEB",10540,"BED",12,
"04Q","Tradewind Aviation",15167,"TEB",10721,"BOS",12,
"04Q","Tradewind Aviation",15167,"TEB",10821,"BWI",12,
"04Q","Tradewind Aviation",15167,"TEB",12250,"HYA",12,
"04Q","Tradewind Aviation",15167,"TEB",12595,"JZQ",12,
"04Q","Tradewind Aviation",15167,"TEB",13731,"NPT",12,
"04Q","Tradewind Aviation",15167,"TEB",14027,"PBI",12,
"04Q","Tradewind Aviation",15167,"TEB",15427,"UBF",12,
"04Q","Tradewind Aviation",15167,"TEB",16353,"ZXU",12,
"04Q","Tradewind Aviation",15295,"TOL",12197,"HPN",12,
"04Q","Tradewind Aviation",15427,"UBF",15167,"TEB",12,
"04Q","Tradewind Aviation",16588,"VT1",12108,"HFD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10136,"ABI",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10136,"ABI",14842,"SJT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10140,"ABQ",11109,"COS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10140,"ABQ",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",10599,"BHM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",10747,"BRO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11067,"CMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11150,"CSG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11789,"FTW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",12266,"IAH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",13230,"MDT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",13487,"MSP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",13871,"OMA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,"AEX",15370,"TUL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10268,"ALO",11193,"CVG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10408,"ATW",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10408,"ATW",13342,"MKE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",10559,"BFI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",10685,"BMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",10792,"BUF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",11292,"DEN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",11789,"FTW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",12451,"JAX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",12892,"LAX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",13796,"OAK",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",14107,"PHX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",14679,"SAN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,"AZA",14683,"SAT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,"BDL",13244,"MEM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",10792,"BUF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",11193,"CVG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",11292,"DEN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",11433,"DTW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",11726,"FOE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",12197,"HPN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",12264,"IAD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,"BED",14100,"PHL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,"BFI",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,"BFI",12954,"LGB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10599,"BHM",11726,"FOE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10599,"BHM",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10599,"BHM",15304,"TPA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10666,"BLI",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10666,"BLI",14747,"SEA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10685,"BMI",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10685,"BMI",15370,"TUL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,"BNA",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,"BNA",11123,"CPS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,"BNA",11259,"DAL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,"BNA",13930,"ORD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,"BNA",14122,"PIT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,"BNA",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,"BNA",15304,"TPA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10713,"BOI",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",11066,"CMH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",12478,"JFK",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",13230,"MDT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",13871,"OMA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,"BOS",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10747,"BRO",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10747,"BRO",13871,"OMA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10779,"BTM",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",11764,"FRG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,"BUF",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,"BWI",11067,"CMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,"BWI",12264,"IAD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,"BZN",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,"CHO",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,"CHO",15096,"SYR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,"CID",14122,"PIT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",10721,"BOS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11111,"COU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",11764,"FRG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",12264,"IAD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",13244,"MEM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",14122,"PIT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,"CMH",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",10268,"ALO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",10821,"BWI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",11111,"COU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",13244,"MEM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,"CMI",14696,"SBN",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11109,"COS",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,"COU",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,"COU",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,"COU",11067,"CMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11123,"CPS",11067,"CMI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11123,"CPS",13244,"MEM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11123,"CPS",13487,"MSP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11123,"CPS",14492,"RDU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,"CSG",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,"CSG",10747,"BRO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,"CSG",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",11003,"CID",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",11123,"CPS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",11764,"FRG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",11995,"GSO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",13244,"MEM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,"CVG",13342,"MKE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11203,"CWA",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11203,"CWA",11977,"GRB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11252,"DAB",11823,"FWA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11252,"DAB",13303,"MIA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,"DAL",10693,"BNA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,"DAL",11066,"CMH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,"DAL",11618,"EWR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,"DAL",12264,"IAD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,"DAL",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,"DAL",13930,"ORD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,"DAL",15016,"STL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,"DEN",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,"DEN",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,"DEN",12889,"LAS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11337,"DLH",13487,"MSP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,"DTW",10540,"BED",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,"DTW",13232,"MDW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,"DTW",15016,"STL",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11471,"EAU",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11471,"EAU",14633,"RST",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,"ELP",10140,"ABQ",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,"ELP",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,"ELP",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,"ELP",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,"ELP",13891,"ONT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,"ELP",14107,"PHX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",10136,"ABI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",10140,"ABQ",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",10408,"ATW",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",10466,"AZA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",10666,"BLI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",10713,"BOI",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11203,"CWA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11337,"DLH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11471,"EAU",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11540,"ELP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11603,"EUG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11637,"FAR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11884,"GEG",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11921,"GJT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",11977,"GRB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",12896,"LBB",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13061,"LRD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13076,"LSE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13127,"LWS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13158,"MAF",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13256,"MFE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13264,"MFR",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13342,"MKE",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",13487,"MSP",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",14057,"PDX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",14633,"RST",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",14683,"SAT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",14747,"SEA",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",14842,"SJT",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,"ENV",16101,"YKM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11603,"EUG",11563,"ENV",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11603,"EUG",14570,"RNO",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",10185,"AEX",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",10721,"BOS",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",11066,"CMH",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",13244,"MEM",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",13341,"MKC",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",13930,"ORD",12,
"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,"EWR",14492,"RDU",12,
